modelTime,normalizedTime,aircraftType,x,y,z,pitch,heading,bank,altitudeAboveSeaLevel,trueAirSpeed,indicatedAirSpeed,trueAirSpeedKPH,indicatedAirSpeedKPH,verticalVelocity,angleOfAttack,accelerationUnits.y,accelerationUnits.x,accelerationUnits.z,machNumber,traveledDistance,fuel_internal,Temperature_Left,Temperature_Right,RPM_Left,RPM_Right,Fuel_Consuption_Left,Fuel_Consuption_Right,fuel_external,hydraulicPressure_Left,hydraulicPressure_Right,Fuel_Consuption_Left,Fuel_Consuption_Right,
0.2,2025-08-27T00:00:00.200000000+02:00,Mig-29 FC3 2xR-73,-7406.8818873089,11998.90143425,457433.09631983,0.081916995346546,1.637186050415,3.0238998078858e-06,11998.90234375,249.85308837891,125.40100097656,899.47111816406,451.44360351562,-0.54154491424561,4.8176846504211,0.99319630861282,-0.010597175918519,-1.7321066479781e-05,0.84693694114685,0,3372.4921875,-273.13452148438,-273.13452148438,81.756820678711,81.756767272949,0.024905532706535,0.024905532706535,0,0,0,0.024905532706535,0.024905532706535,
0.2,2025-08-27T00:00:00.200000000+02:00,Mig-29 FC3 2xR-73,-7410.1960553172,11998.779254219,457482.93935184,0.067595519125462,1.6372303962708,1.4363994523592e-05,11998.782226562,249.68504333496,125.41484069824,898.86615600586,451.49342651367,-0.71434772014618,4.0368609428406,0.83078867197037,-0.024186844006181,0.00014635753177572,0.84635245800018,0,3372.4829101562,-272.94961547852,-272.94961547852,84.37956237793,84.381362915039,0.024888689814423,0.024888689814423,0,0,0,0.024888689814423,0.024888689814423,
0.4,2025-08-27T00:00:00.400000000+02:00,Mig-29 FC3 2xR-73,-7413.5083172483,11998.572615675,457532.75159152,0.040427718311548,1.6374850273132,7.3951559897978e-05,11998.581054688,249.54946899414,125.5304107666,898.37808837891,451.90947875977,-1.377844452858,2.632688999176,0.52361756563187,-0.041751433163881,0.0010856062872335,0.84585320949554,49.922670203708,3372.4743652344,-272.2678527832,-272.2678527832,84.982269287109,84.993087768555,0.024875780737656,0.024875780737656,0,0,0,0.024875780737656,0.024875780737656,
0.6,2025-08-27T00:00:00.600000000+02:00,Mig-29 FC3 2xR-73,-7416.8195217282,11998.161272028,457582.53936926,0.011133722960949,1.6380124092102,0.00029413643642329,11998.166992188,249.45225524902,125.60103607178,898.02811889648,452.1637298584,-2.7688241004944,1.2739030122757,0.14708110690117,-0.046466737985611,0.0029168953187764,0.84550499916077,99.822130029406,3372.46484375,-270.6689453125,-270.6689453125,85.294548034668,85.326416015625,0.024867635029044,0.024867635029044,0,0,0,0.024867635029044,0.024867635029044,
0.8,2025-08-27T00:00:00.800000000+02:00,Mig-29 FC3 2xR-73,-7420.1307611576,11997.417395623,457632.30855818,-0.00084515201160684,1.6386370658875,0.00075143459253013,11997.435546875,249.40423583984,125.60191345215,897.85524902344,452.16688842773,-4.5771493911743,1.0032069683075,0.11559089273214,-0.029711212962866,0.0050780279561877,0.84530711174011,149.70689548665,3372.4521484375,-267.70611572266,-267.70611572266,85.678726196289,85.738670349121,0.024865324869423,0.024865324869423,0,0,0,0.024865324869423,0.024865324869423,
1,2025-08-27T00:00:01.000000000+02:00,Mig-29 FC3 2xR-73,-7423.4433313928,11996.325801498,457682.06695292,-0.0018911805236712,1.6391258239746,0.0015350879402831,11996.36328125,249.41041564941,125.59791564941,897.87749633789,452.15249633789,-6.2437429428101,1.3262981176376,0.1608963906765,-0.0049829431809485,0.0065054753795266,0.84528797864914,199.58737810381,3372.4328613281,-262.95358276367,-262.95358276367,86.186042785645,86.268928527832,0.024869942561671,0.024869942561671,0,0,0,0.024869942561671,0.024869942561671,
1.2,2025-08-27T00:00:01.200000000+02:00,Mig-29 FC3 2xR-73,-7426.7585100001,11994.91443942,457731.8247843,0.0049667898565531,1.6393656730652,0.002661719918251,11994.9296875,249.48118591309,125.59995269775,898.13226928711,452.15982971191,-7.7601222991943,2.0673539638519,0.32206931710243,0.029929833486676,0.0068388469517231,0.84547781944275,249.47549428366,3372.4025878906,-256.03863525391,-256.03863525391,86.787307739258,86.885627746582,0.024882020308894,0.024882020308894,0,0,0,0.024882020308894,0.024882020308894,
1.4,2025-08-27T00:00:01.400000000+02:00,Mig-29 FC3 2xR-73,-7430.0775212327,11993.24630152,457781.59526406,0.013240450061858,1.6392869949341,0.0039866799488664,11993.28125,249.61613464355,125.60989379883,898.6180847168,452.19561767578,-8.8458318710327,2.789888381958,0.51012420654297,0.072856523096561,0.0058772140182555,0.84588921070099,299.38440305541,3372.3566894531,-246.66136169434,-246.66136169434,87.442901611328,87.549743652344,0.02490240714612,0.02490240714612,0,0,0,0.02490240714612,0.02490240714612,
1.6,2025-08-27T00:00:01.600000000+02:00,Mig-29 FC3 2xR-73,-7433.4014140817,11991.386481363,457831.3930492,0.01718976162374,1.6389565467834,0.0053722411394119,11991.444335938,249.81787109375,125.6707611084,899.3443359375,452.41473999023,-9.7030649185181,3.2112717628479,0.56574863195419,0.11152095347643,0.0040843705646694,0.8465468287468,349.32763682883,3372.2902832031,-234.60420227051,-234.60420227051,88.117515563965,88.227127075195,0.024929771747287,0.024929771747287,0,0,0,0.024929771747287,0.024929771747287,
1.8,2025-08-27T00:00:01.800000000+02:00,Mig-29 FC3 2xR-73,-7436.7308458124,11989.362343093,457881.23216757,0.020367175340652,1.6384854316711,0.0066195451654494,11989.3828125,250.09558105469,125.77481079102,900.34409179687,452.78931884766,-10.477089881897,3.5681955814362,0.65810388326645,0.15224078297615,0.0018950187368318,0.84741681814194,399.31883576936,3372.19921875,-219.73413085938,-219.73413085938,88.782745361328,88.890548706055,0.024964525471522,0.024964525471522,0,0,0,0.024964525471522,0.024964525471522,
