modelTime,normalizedTime,aircraftType,x,y,z,pitch,heading,bank,altitudeAboveSeaLevel,trueAirSpeed,indicatedAirSpeed,trueAirSpeedKPH,indicatedAirSpeedKPH,verticalVelocity,angleOfAttack,accelerationUnits.y,accelerationUnits.x,accelerationUnits.z,machNumber,traveledDistance,fuel_internal,Temperature_Left,Temperature_Right,RPM_Left,RPM_Right,Fuel_Consuption_Left,Fuel_Consuption_Right,fuel_external,hydraulicPressure_Left,hydraulicPressure_Right,Fuel_Consuption_Left,Fuel_Consuption_Right,
0.2,2025-08-27T00:00:00.200000000+02:00,Mig-29 FC3 2xR-27ER,-7420.379527326,11998.902000149,457435.03408905,0.084320731461048,1.6371293067932,9.9857288660132e-06,11998.903320312,249.85400390625,125.37397766113,899.4744140625,451.34631958008,-0.53769165277481,4.9545240402222,0.99013149738312,-0.0077697494998574,-1.7208447388839e-05,0.84693896770477,0,3372.4921875,-273.13452148438,-273.13452148438,81.756820678711,81.756767272949,0.02490560932117,0.02490560932117,0,0,0,0.02490560932117,0.02490560932117,
0.2,2025-08-27T00:00:00.200000000+02:00,Mig-29 FC3 2xR-27ER,-7423.6908829567,11998.779292106,457484.87782458,0.068890891969204,1.6371788978577,4.8286263336195e-05,11998.782226562,249.68783569336,125.4005279541,898.87620849609,451.44190063477,-0.72164285182953,4.1127529144287,0.82373589277267,-0.022310368716717,0.00015549309318885,0.846360206604,0,3372.4829101562,-272.94961547852,-272.94961547852,84.37956237793,84.381362915039,0.024888952895936,0.024888952895936,0,0,0,0.024888952895936,0.024888952895936,
0.4,2025-08-27T00:00:00.400000000+02:00,Mig-29 FC3 2xR-27ER,-7427.0003966842,11998.56869837,457534.6913796,0.039881128817797,1.6374478340149,6.7030290665571e-05,11998.577148438,249.55517578125,125.53350067139,898.3986328125,451.92060241699,-1.411714553833,2.6091411113739,0.50388860702515,-0.041331328451633,0.0011281488696113,0.84587043523788,49.923816900649,3372.4743652344,-272.2678527832,-272.2678527832,84.982269287109,84.993087768555,0.024876327207254,0.024876327207254,0,0,0,0.024876327207254,0.024876327207254,
0.6,2025-08-27T00:00:00.600000000+02:00,Mig-29 FC3 2xR-27ER,-7430.3089204502,11998.145481849,457584.48100345,0.009014424867928,1.637996673584,9.1068424808327e-05,11998.151367188,249.46101379395,125.60987091064,898.0596496582,452.19553527832,-2.836954832077,1.168093919754,0.15544764697552,-0.045414913445711,0.0029833775479347,0.84553289413452,99.825040186487,3372.46484375,-270.6689453125,-270.6689453125,85.294548034668,85.326416015625,0.024868531195881,0.024868531195881,0,0,0,0.024868531195881,0.024868531195881,
0.8,2025-08-27T00:00:00.800000000+02:00,Mig-29 FC3 2xR-27ER,-7433.6175277821,11997.388865375,457634.25239338,-0.0085797375068069,1.6386570930481,0.00043450918747112,11997.407226562,249.41516113281,125.61799621582,897.89458007813,452.22478637695,-4.6617960929871,0.57942724227905,0.059741340577602,-0.030321553349495,0.0052153598517179,0.84534257650375,149.71201851266,3372.4521484375,-267.70611572266,-267.70611572266,85.678741455078,85.73868560791,0.024866483962272,0.024866483962272,0,0,0,0.024866483962272,0.024866483962272,
1,2025-08-27T00:00:01.000000000+02:00,Mig-29 FC3 2xR-27ER,-7436.9275088531,11996.261533789,457684.01281914,-0.017969826236367,1.6392393112183,0.0011539052939042,11996.30078125,249.42451477051,125.63020324707,897.92825317383,452.26873168945,-6.5177731513977,0.46792021393776,0.025802168995142,-0.0071885911747813,0.0069581950083375,0.84533303976059,199.59515015363,3372.4328613281,-262.95358276367,-262.95358276367,86.186126708984,86.269004821777,0.02487154322974,0.02487154322974,0,0,0,0.02487154322974,0.02487154322974,
1.2,2025-08-27T00:00:01.200000000+02:00,Mig-29 FC3 2xR-27ER,-7440.2401455421,11994.755396679,457733.77158936,-0.01989958807826,1.639639377594,0.0022658619564027,11994.772460938,249.50187683105,125.67028045654,898.2067565918,452.41300964355,-8.4549016952515,0.80210500955582,0.055487237870693,0.021103743463755,0.0079864766448736,0.84554147720337,249.48680501867,3372.4025878906,-256.03863525391,-256.03863525391,86.787559509277,86.885841369629,0.024884565657826,0.024884565657826,0,0,0,0.024884565657826,0.024884565657826,
1.4,2025-08-27T00:00:01.400000000+02:00,Mig-29 FC3 2xR-27ER,-7443.5566533343,11992.892073146,457783.54054462,-0.014124012552202,1.6397414207458,0.0036372407339513,11992.932617188,249.64869689941,125.7278213501,898.73530883789,452.62015686035,-10.081024169922,1.5055251121521,0.23803859949112,0.057050589472055,0.0078159933909774,0.84598809480667,299.40093233514,3372.3566894531,-246.66136169434,-246.66136169434,87.443481445312,87.550277709961,0.024906903647099,0.024906903647099,0,0,0,0.024906903647099,0.024906903647099,
1.6,2025-08-27T00:00:01.600000000+02:00,Mig-29 FC3 2xR-27ER,-7446.878236294,11990.73498394,457833.33463908,-0.0089211845770478,1.6395325660706,0.0052131861448288,11990.803710938,249.86706542969,125.81130218506,899.52143554688,452.92068786621,-11.388443946838,2.1017882823944,0.38223546743393,0.096316643059254,0.0064540905877948,0.84670174121857,349.35228657587,3372.2902832031,-234.60420227051,-234.60420227051,88.118721008301,88.228294372559,0.024937147992797,0.024937147992797,0,0,0,0.024937147992797,0.024937147992797,
1.8,2025-08-27T00:00:01.800000000+02:00,Mig-29 FC3 2xR-27ER,-7450.2057963334,11988.334086835,457883.16907402,-0.007933440618217,1.6390790939331,0.0068532526493073,11988.359375,250.16482543945,125.94371795654,900.59337158203,453.39738464355,-12.568733215332,2.4258687496185,0.41938632726669,0.13160353899002,0.0043852361850441,0.8476357460022,399.35536517179,3372.19921875,-219.73413085938,-219.73413085938,88.784942626953,88.892700195312,0.024975405334885,0.024975405334885,0,0,0,0.024975405334885,0.024975405334885,
