modelTime,normalizedTime,aircraftType,x,y,z,pitch,heading,bank,altitudeAboveSeaLevel,trueAirSpeed,indicatedAirSpeed,trueAirSpeedKPH,indicatedAirSpeedKPH,verticalVelocity,angleOfAttack,accelerationUnits.y,accelerationUnits.x,accelerationUnits.z,machNumber,fuel_internal,Temperature_Left,Temperature_Right,RPM_Left,RPM_Right,Fuel_Consuption_Left,Fuel_Consuption_Right,fuel_external,hydraulicPressure_Left,hydraulicPressure_Right,Fuel_Consuption_Left,Fuel_Consuption_Right,
0,2025-08-27T00:00:00.000000000+02:00,H=11000,49579.03125,998.30499267578,324039.625,0,6.3121030386537,0,998.30499267578,294.52789306641,280.60482108811,1060.3004150391,1010.1773559172,0,0,1,0,0,0.87546052505715,0.5,-273.14999389648,-273.14999389648,85,85,0,0,0,0,0,0,0,
0.2,2025-08-27T00:00:00.200000000+02:00,H=11000,49633.732671229,998.09961882318,324041.20725892,0.027874033898115,0.028858661651611,1.5267979733835e-06,998.099609375,293.77880859375,279.89395508697,1057.6037109375,1007.6182383131,-1.6327152252197,1.9154952764511,1.4787039756775,-0.47452688217163,-0.00099556532222778,0.87323183515465,0.5,-273.13452148438,-273.13452148438,85.012321472168,85.013549804688,0,0,0,0,0,0,0,
0.4,2025-08-27T00:00:00.400000000+02:00,H=11000,49692.359021578,998.11542356245,324042.90219261,0.04069384932518,0.028500080108643,-0.00024410476908088,998.11120605469,292.75134277344,278.91490269853,1053.9048339844,1004.0936497147,2.100195646286,1.9205483198166,2.6524736881256,-0.41966623067856,-0.0084477569907904,0.87017789108348,0.5,-272.94961547852,-272.94961547852,85.09504699707,85.104537963867,0,0,0,0,0,0,0,
0.6,2025-08-27T00:00:00.600000000+02:00,H=11000,49750.784654519,998.58620872348,324044.58850029,-0.0014443912077695,0.028682708740234,-0.00073586066719145,998.57958984375,291.7854309082,277.9882396074,1050.4275512695,1000.7576625866,1.6569902896881,-0.4081237912178,-0.5227844119072,-0.48393642902374,-0.0026236774865538,0.8673115120206,0.5,-272.2678527832,-272.2678527832,85.301414489746,85.331520080566,0,0,0,0,0,0,0,
0.8,2025-08-27T00:00:00.800000000+02:00,H=11000,49809.018574314,998.55624549129,324046.26870167,-0.010189455933869,0.029162883758545,-0.00059743103338405,998.55627441406,290.82748413086,277.07592342051,1046.9789428711,997.47332431384,-1.7595267295837,-0.23717747628689,-0.32247942686081,-0.4650986790657,0.0069639179855585,0.86446399389356,0.5,-270.6689453125,-270.6689453125,85.668167114258,85.734924316406,0,0,0,0,0,0,0,
1,2025-08-27T00:00:01.000000000+02:00,H=11000,49867.070487053,997.99552522946,324047.9461544,-0.014502562582493,0.029302597045898,-0.00012140288890805,998.00311279297,289.98336791992,276.2792146437,1043.9401245117,994.60517271732,-3.7905790805817,-0.08196298032999,-0.096441321074963,-0.43209028244019,0.0078064040280879,0.86194934412574,0.5,-267.70611572266,-267.70611572266,86.217552185059,86.333885192871,0,0,0,0,0,0,0,
1.2,2025-08-27T00:00:01.200000000+02:00,H=11000,49924.953144974,997.01151186707,324049.62160057,-0.021964712068439,0.029267311096191,0.00023266073549166,997.03540039062,289.20294189453,275.54875882208,1041.1305908203,991.97553175948,-5.9668474197388,-0.076268292963505,-0.096031986176968,-0.40327325463295,0.0058379089459777,0.85962002274678,0.5,-262.95358276367,-262.95358276367,86.932479858398,87.086212158203,0,0,0,0,0,0,0,
1.4,2025-08-27T00:00:01.400000000+02:00,H=11000,49982.677374141,995.59757875562,324051.29462204,-0.029749847948551,0.029170989990234,0.00043639715295285,995.59759521484,288.48196411133,274.88121207201,1038.5350708008,989.57236345923,-8.1288833618164,-0.089834325015545,-0.10789372771978,-0.36830827593803,0.0033381395041943,0.8574626800239,0.5,-256.03863525391,-256.03863525391,87.752449035645,87.929573059082,0,0,0,0,0,0,0,
1.6,2025-08-27T00:00:01.600000000+02:00,H=11000,50040.257019618,993.75404315952,324052.96471521,-0.03770050033927,0.029111385345459,0.00052407942712307,993.77459716797,287.87164306641,274.32419899181,1036.3379150391,987.5671163705,-10.283031463623,-0.11298454552889,-0.12929147481918,-0.32580780982971,0.0019314107485116,0.85563059143565,0.5,-246.66136169434,-246.66136169434,88.623558044434,88.812377929688,0,0,0,0,0,0,0,
1.8,2025-08-27T00:00:01.800000000+02:00,H=11000,50097.708031355,991.47209946294,324054.63183212,-0.045786611735821,0.02910852432251,0.00058469135547057,991.52197265625,287.36416625977,273.87083046752,1034.5109985352,985.93498968308,-12.470188140869,-0.1362407207489,-0.15032435953617,-0.27765136957169,0.0018189861439168,0.85409985438094,0.5,-234.60420227051,-234.60420227051,89.504875183105,89.696159362793,0,0,0,0,0,0,0,
